species,image_name,region,lbp_histogram,ones_histogram,transitions_histogram,mean_intensity,std_intensity
Slaty_Backed_Gull,004.png,wingtip,"[0.03176695 0.01700546 0.01383287 0.01163475 0.01016895 0.01020892
 0.00974108 0.01209319 0.01622377 0.0219189  0.03432476 0.06374548
 0.08745814 0.06118884 0.03704831 0.02580499 0.01869813 0.01591697
 0.01201443 0.01278906 0.01492958 0.01860879 0.02258069 0.01556904
 0.05855698 0.34617098]","[0.03176695 0.07592918 0.27670451 0.57422534 0.04137402 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.03176695 0.         0.31826661 0.         0.63135765 0.
 0.01860879 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",80.51515115894993,68.1718656156285
Slaty_Backed_Gull,004.png,head,"[0.02835617 0.01259124 0.01295691 0.01273613 0.01237736 0.0139849
 0.01622028 0.02012529 0.02550675 0.03422748 0.04668074 0.0691725
 0.08141188 0.07759656 0.05923059 0.04285852 0.03279933 0.0270867
 0.02140166 0.01954575 0.01634447 0.01491631 0.01217728 0.00866554
 0.02781802 0.25321163]","[0.02835617 0.0962316  0.29791227 0.52597591 0.05152406 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.02835617 0.         0.35663231 0.         0.60009521 0.
 0.01491631 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",124.42490789419216,21.10217470417496
Slaty_Backed_Gull,006.png,wing,"[0.03792526 0.01695171 0.0173339  0.01744758 0.01582669 0.01595997
 0.0156797  0.01804341 0.02089515 0.02690244 0.03639453 0.05209579
 0.06093718 0.05235646 0.03897972 0.02921127 0.0227728  0.02043064
 0.01725354 0.01782389 0.01805125 0.01973094 0.01983089 0.01473695
 0.04703909 0.32938924]","[0.03792526 0.09378026 0.27609591 0.54825034 0.04394823 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.03792526 0.         0.3211182  0.         0.6212256  0.
 0.01973094 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",83.80199680918203,20.31919293744759
Slaty_Backed_Gull,006.png,wingtip,"[0.03063908 0.01532473 0.01410354 0.01206128 0.01082449 0.01049191
 0.01082969 0.01346436 0.01863496 0.02531777 0.03889126 0.07357847
 0.10393693 0.07553759 0.04645229 0.02955819 0.02089548 0.01661868
 0.01180145 0.01182743 0.01234709 0.01505451 0.01755927 0.01428022
 0.04264839 0.30732095]","[0.03063908 0.0797832  0.28494445 0.56079487 0.04383841 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.03063908 0.         0.33873432 0.         0.61557209 0.
 0.01505451 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",83.06893272498623,51.22309096494439
Slaty_Backed_Gull,006.png,head,"[0.02757886 0.01167723 0.01231261 0.01301667 0.01360054 0.01377226
 0.01641681 0.02131094 0.02754452 0.03853485 0.05551835 0.08471142
 0.09594216 0.08570742 0.06154586 0.0423643  0.03255886 0.02635962
 0.01947349 0.01674308 0.01519757 0.01423591 0.01263888 0.00832861
 0.02359487 0.20931431]","[0.02757886 0.09769375 0.31782666 0.50620782 0.05069291 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.02757886 0.         0.37188536 0.         0.58629986 0.
 0.01423591 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",201.15352119931998,38.0756895639876
Slaty_Backed_Gull,008.png,wing,"[0.04479772 0.01935309 0.01877453 0.01792853 0.01590093 0.01560028
 0.01462843 0.01660185 0.01881123 0.02337683 0.02898594 0.03873939
 0.04230692 0.03935816 0.03087021 0.02481887 0.01999283 0.01848087
 0.01565447 0.01662282 0.01786385 0.0212496  0.02172678 0.01722236
 0.05542339 0.38491011]","[0.04479772 0.09283261 0.25024952 0.57007892 0.04204123 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.04479772 0.         0.29541081 0.         0.63854188 0.
 0.0212496  0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",110.33479169033656,13.838936288290034
Slaty_Backed_Gull,008.png,wingtip,"[0.0288412  0.0156688  0.01286583 0.01216122 0.01053303 0.01087696
 0.0110895  0.0146164  0.01863536 0.02645816 0.03765844 0.0670252
 0.0897027  0.07152334 0.04529833 0.03075021 0.02189432 0.0177839
 0.01362325 0.0131402  0.01398135 0.01662845 0.0187938  0.01378942
 0.04674361 0.31991704]","[0.0288412  0.07959733 0.28007909 0.56694276 0.04453962 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.0288412  0.         0.3299593  0.         0.62457105 0.
 0.01662845 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",94.34210377164057,58.190257552588946
Slaty_Backed_Gull,008.png,head,"[0.02912686 0.01402649 0.01343723 0.01272682 0.01275986 0.01249553
 0.01304072 0.01626236 0.02061844 0.0289286  0.04326899 0.07436738
 0.089275   0.07932373 0.05334141 0.03577939 0.02545364 0.02083873
 0.015987   0.01630091 0.01776578 0.01826693 0.0177768  0.01185671
 0.03304788 0.27392681]","[0.02912686 0.08629567 0.28737506 0.54956632 0.04763609 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.02912686 0.         0.33976925 0.         0.61283696 0.
 0.01826693 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",217.70612660737396,27.143124111264946
Slaty_Backed_Gull,011.png,wing,"[0.04006908 0.02043129 0.01688129 0.01526318 0.01335204 0.01271153
 0.01255335 0.0154058  0.01918399 0.02473589 0.03198369 0.04208394
 0.04352054 0.04169498 0.03392854 0.02605579 0.02125591 0.01849163
 0.0148379  0.01558213 0.01668162 0.02027829 0.02218425 0.01703429
 0.05484734 0.3889517 ]","[0.04006908 0.09110452 0.24562668 0.58010964 0.04309008 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.04006908 0.         0.29267907 0.         0.64697356 0.
 0.02027829 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",80.67422478308448,17.3496027376273
Slaty_Backed_Gull,011.png,wingtip,"[0.02890071 0.01541095 0.01206652 0.01041505 0.00964325 0.01024492
 0.01006442 0.01407069 0.01889646 0.02662061 0.04121412 0.07418749
 0.09040965 0.06447577 0.04096516 0.02959574 0.02154794 0.01797529
 0.01241922 0.01246693 0.01380305 0.01658731 0.01858526 0.01364952
 0.04572247 0.33006152]","[0.02890071 0.07756512 0.27888879 0.57140012 0.04324526 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.02890071 0.         0.31880829 0.         0.63570369 0.
 0.01658731 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",91.43069948858391,59.35550108420341
Slaty_Backed_Gull,011.png,head,"[0.02250047 0.00989804 0.01095275 0.01298104 0.01377433 0.01740722
 0.01917408 0.02513274 0.0311545  0.04299069 0.06214674 0.0916696
 0.10692232 0.09051573 0.0605782  0.04095339 0.03120859 0.02507865
 0.02000343 0.01873237 0.01497327 0.01325148 0.01142151 0.00719366
 0.02184241 0.1775428 ]","[0.02250047 0.09698822 0.34351985 0.48884442 0.04814705 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.02250047 0.         0.38457239 0.         0.57967565 0.
 0.01325148 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",166.6287782495425,29.463457235974147
Slaty_Backed_Gull,012.png,wing,"[0.0373752  0.02143093 0.01487907 0.01366169 0.01170458 0.01194552
 0.01156509 0.014431   0.01835789 0.02496048 0.03505457 0.05118483
 0.05778319 0.05305317 0.0388631  0.02736564 0.01968517 0.01647687
 0.01290083 0.01339961 0.01496361 0.01908916 0.02113081 0.01645574
 0.05402115 0.36826109]","[0.0373752  0.08605764 0.253333   0.57941278 0.04382138 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.0373752  0.         0.30374851 0.         0.63978713 0.
 0.01908916 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",63.246248531115,20.838707470440024
Slaty_Backed_Gull,012.png,wingtip,"[0.02668447 0.01500097 0.01151513 0.01025833 0.00861264 0.00928609
 0.00919598 0.01259171 0.01732249 0.02478741 0.03737912 0.07861875
 0.10438078 0.08150702 0.04678378 0.02997349 0.01987404 0.01495829
 0.01084642 0.01079662 0.01201311 0.01576217 0.01877611 0.01314186
 0.04706122 0.312872  ]","[0.02668447 0.07232527 0.28016675 0.57770817 0.04311535 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.02668447 0.         0.33257056 0.         0.62498281 0.
 0.01576217 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",84.099289552437,63.007906909387884
Slaty_Backed_Gull,012.png,head,"[0.02008142 0.00882096 0.00985492 0.01126046 0.01279524 0.0168503
 0.01924133 0.02465346 0.03290898 0.0463666  0.06483247 0.10115028
 0.11449481 0.09783838 0.06593105 0.04473489 0.0345407  0.02615593
 0.0203076  0.01683415 0.01329607 0.01163204 0.00895021 0.00578371
 0.01865973 0.1520243 ]","[0.02008142 0.09892081 0.35146531 0.47901386 0.0505186  0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.02008142 0.         0.39789654 0.         0.57039    0.
 0.01163204 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",143.57539823580728,26.267893699974426
Slaty_Backed_Gull,016.png,wing,"[0.02911707 0.01643406 0.01330506 0.01289801 0.01205262 0.0131151
 0.01316938 0.01707489 0.02237688 0.03002927 0.04096304 0.05999173
 0.06552333 0.05942814 0.04495831 0.03328978 0.02422004 0.01988661
 0.01477041 0.01476415 0.01613348 0.01837325 0.02013919 0.0134637
 0.05067778 0.32384473]","[0.02911707 0.08838866 0.2771664  0.55857439 0.04675347 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.02911707 0.         0.32598014 0.         0.62652954 0.
 0.01837325 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",56.509589492888246,27.42669720515489
Slaty_Backed_Gull,016.png,wingtip,"[0.02130717 0.01284608 0.0084997  0.00741862 0.00711802 0.00872584
 0.00825701 0.01216213 0.0180529  0.02643401 0.04198279 0.07400972
 0.09645864 0.06955303 0.04198279 0.02764747 0.02028125 0.01943734
 0.01230554 0.01323769 0.0159459  0.01881407 0.02454213 0.01366792
 0.06818238 0.31112986]","[0.02130717 0.06679794 0.30514808 0.56543142 0.04131539 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.02130717 0.         0.32890698 0.         0.63097178 0.
 0.01881407 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",51.57884837603868,56.27141125777351
Slaty_Backed_Gull,016.png,head,"[0.03179017 0.01566576 0.01403182 0.01433281 0.0153791  0.01682672
 0.01804501 0.02126989 0.02653003 0.03412642 0.04716927 0.06955712
 0.0736993  0.0680665  0.05086713 0.03667766 0.02743299 0.02323348
 0.01884764 0.01844632 0.01691271 0.01712771 0.0145048  0.01054895
 0.03544503 0.26346567]","[0.03179017 0.0990397  0.29863838 0.52330515 0.0472266  0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.03179017 0.         0.34937652 0.         0.6017056  0.
 0.01712771 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",134.6811523577469,32.975394624520156
Slaty_Backed_Gull,020.png,wing,"[0.04465953 0.02046662 0.0220465  0.0200916  0.01742655 0.01645309
 0.01543973 0.01615786 0.01721909 0.02260505 0.03020921 0.04572874
 0.05464149 0.04653464 0.03327322 0.02309178 0.01757816 0.01605413
 0.01532802 0.01601423 0.01826437 0.02388172 0.0230838  0.01776966
 0.04893637 0.35704483]","[0.04465953 0.09473693 0.25802308 0.56171904 0.04086143 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.04465953 0.         0.30636899 0.         0.62508977 0.
 0.02388172 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",97.44554202639516,17.427782561209533
Slaty_Backed_Gull,020.png,wingtip,"[0.034307   0.01856482 0.0179519  0.01443572 0.01191955 0.01029049
 0.01069372 0.01254859 0.01658091 0.02400039 0.03604897 0.06438814
 0.08774335 0.06421071 0.03695221 0.0252746  0.01867772 0.01720995
 0.01253246 0.01132276 0.0137099  0.01525831 0.01909708 0.01740351
 0.05112986 0.33774738]","[0.034307   0.0836949  0.2777948  0.56152519 0.04267811 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.034307   0.         0.32247294 0.         0.62796174 0.
 0.01525831 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",62.886772367296246,48.10516424038353
Slaty_Backed_Gull,020.png,head,"[0.04836431 0.02293915 0.02672467 0.02695068 0.02130064 0.01717611
 0.0150856  0.0151421  0.01909712 0.02429516 0.03921125 0.05915588
 0.06994745 0.05514436 0.03310922 0.02254365 0.0156506  0.0146901
 0.0153681  0.01745861 0.02226114 0.02356065 0.02254365 0.0153681
 0.03785525 0.29905644]","[0.04836431 0.10571219 0.28284084 0.52517091 0.03791175 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.04836431 0.         0.32634612 0.         0.60172891 0.
 0.02356065 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",178.0545793547658,32.259587947461306
Slaty_Backed_Gull,025.png,wing,"[0.05463085 0.02966011 0.02049336 0.01538724 0.01076672 0.00931895
 0.00772442 0.00890401 0.00987704 0.0124301  0.01617544 0.02233251
 0.023012   0.02170557 0.01679151 0.01348829 0.01120521 0.01095154
 0.00957807 0.01190282 0.01557568 0.02379477 0.03017833 0.02430031
 0.08393762 0.48587752]","[0.05463085 0.08200244 0.20409106 0.62148705 0.0377886  0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.05463085 0.         0.25124754 0.         0.67032684 0.
 0.02379477 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",47.30305715310771,13.091061547956098
Slaty_Backed_Gull,025.png,wingtip,"[0.02708608 0.01475397 0.01116687 0.01016727 0.00872501 0.01011587
 0.01029294 0.01404855 0.01958343 0.02851406 0.04591553 0.08137818
 0.10195834 0.07830515 0.04456751 0.02881394 0.01960628 0.01623622
 0.01137535 0.01164953 0.01253202 0.01545369 0.01717013 0.01269196
 0.04166583 0.30622631]","[0.02708608 0.07383555 0.28877344 0.56879903 0.0415059  0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.02708608 0.         0.32534993 0.         0.63211031 0.
 0.01545369 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",85.02435290724075,58.435004539298
Slaty_Backed_Gull,027.png,wing,"[0.05459163 0.0248578  0.02134696 0.018567   0.01494914 0.0134691
 0.01182984 0.01303841 0.01433311 0.01626473 0.01932399 0.02350306
 0.02451847 0.0230567  0.01960329 0.01663017 0.01439837 0.01387892
 0.01240671 0.0142548  0.01644745 0.02250071 0.02633523 0.0220152
 0.06930585 0.45857337]","[0.05459163 0.08988538 0.21601205 0.60086557 0.03864536 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.05459163 0.         0.2633784  0.         0.65952926 0.
 0.02250071 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",66.78718816807144,14.638177001541502
Slaty_Backed_Gull,027.png,wingtip,"[0.03993765 0.0200474  0.01525641 0.0124829  0.01043994 0.00959047
 0.00916149 0.01212613 0.01544329 0.02223053 0.03506171 0.06350609
 0.07539861 0.05739843 0.03506596 0.02320317 0.01681943 0.01339608
 0.01069053 0.01176086 0.01330689 0.01726965 0.02039993 0.017104
 0.05296846 0.369934  ]","[0.03993765 0.07800647 0.25428768 0.58746103 0.04030717 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.03993765 0.         0.2984132  0.         0.64437951 0.
 0.01726965 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",98.40200983681756,55.80753100176882
Slaty_Backed_Gull,027.png,head,"[0.03296681 0.01533761 0.01336764 0.01455364 0.01312642 0.01493557
 0.01764931 0.01982029 0.02444369 0.03389149 0.04764106 0.06625525
 0.07964299 0.07323055 0.05757131 0.03905763 0.02922789 0.02353911
 0.01821215 0.01742819 0.01579995 0.01690554 0.01244296 0.00878445
 0.02862484 0.26554365]","[0.03296681 0.09550325 0.29449012 0.52919774 0.04784208 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.03296681 0.         0.35242326 0.         0.59770438 0.
 0.01690554 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",173.2370394194625,33.194622825466936
